TIME,Aircraft.state.pos_ENU[0],Aircraft.state.pos_ENU[1],Aircraft.state.pos_ENU[2],Aircraft.state.pos_mag,Aircraft.state.vel_ENU[0],Aircraft.state.vel_ENU[1],Aircraft.state.vel_ENU[2],Aircraft.state.vel_mag,Aircraft.state.acc_ENU[0],Aircraft.state.acc_ENU[1],Aircraft.state.acc_ENU[2],Aircraft.state.acc_mag,Aircraft.forces.lift_ENU[0],Aircraft.forces.lift_ENU[1],Aircraft.forces.lift_ENU[2],Aircraft.forces.lift_mag,Aircraft.forces.weight_ENU[0],Aircraft.forces.weight_ENU[1],Aircraft.forces.weight_ENU[2],Aircraft.forces.weight_mag,Aircraft.forces.drag_ENU[0],Aircraft.forces.drag_ENU[1],Aircraft.forces.drag_ENU[2],Aircraft.forces.drag_mag,Aircraft.forces.thrust_ENU[0],Aircraft.forces.thrust_ENU[1],Aircraft.forces.thrust_ENU[2],Aircraft.forces.thrust_mag,Aircraft.forces.net_force_ENU[0],Aircraft.forces.net_force_ENU[1],Aircraft.forces.net_force_ENU[2],Aircraft.forces.net_force_mag,Atmosphere.rho
4564.0,1070444.86517,0.0,6410.75981837,1070464.06161,208.837725739,0.0,-0.900672229223,208.839667933,-0.0104871430031,0.0,-6.51132372491e-05,0.0104873451408,0.0,0.0,342755.286472,342755.286472,0.0,0.0,-343350.0,343350.0,-137367.050005,-0.0,592.434564741,657.769325532,137000,0,0,137000,-367.050005109,0.0,-2.27896330372,0,0.630736856614
4566.0,1070862.49867,0.0,6408.95821346,1070881.67685,208.816751453,0.0,-0.900802455698,208.818694404,-0.0104855058704,0.0,-6.51020551017e-05,0.0104857079702,0.0,0.0,342755.141937,342755.141937,0.0,0.0,-343350.0,343350.0,-137366.992705,-0.0,592.579491347,657.835119786,137000,0,0,137000,-366.992705466,0.0,-2.27857192856,0,0.630863303789
4568.0,1071280.09023,0.0,6407.15634814,1071299.25015,208.795780441,0.0,-0.900932659808,208.797724149,-0.0104838686886,0.0,-6.50908644827e-05,0.0104840707504,0.0,0.0,342754.997397,342754.997397,0.0,0.0,-343350.0,343350.0,-137366.935404,-0.0,592.724422982,657.900916933,137000,0,0,137000,-366.9354041,0.0,-2.27818025689,0,0.630989769248
4570.0,1071697.63986,0.0,6405.35422246,1071716.78154,208.774812704,0.0,-0.901062841537,208.776757169,-0.0104822314577,0.0,-6.50796654202e-05,0.0104824334816,0.0,0.0,342754.852852,342754.852852,0.0,0.0,-343350.0,343350.0,-137366.878101,-0.0,592.86935963,657.96671697,137000,0,0,137000,-366.878101019,0.0,-2.27778828971,0,0.631116252986
4572.0,1072115.14755,0.0,6403.55183646,1072134.27102,208.753848241,0.0,-0.901193000868,208.755793463,-0.010480594178,0.0,-6.50684579375e-05,0.0104807961638,0.0,0.0,342754.708303,342754.708303,0.0,0.0,-343350.0,343350.0,-137366.820796,-0.0,593.014301274,658.032519896,137000,0,0,137000,-366.820796229,0.0,-2.27739602781,0,0.631242755
4574.0,1072532.61333,0.0,6401.74919018,1072551.71859,208.732887053,0.0,-0.901323137784,208.734833032,-0.0104789568496,0.0,-6.50572420547e-05,0.0104791587974,0.0,0.0,342754.563749,342754.563749,0.0,0.0,-343350.0,343350.0,-137366.76349,-0.0,593.159247898,658.098325708,137000,0,0,137000,-366.763489737,0.0,-2.27700347191,0,0.631369275288
4576.0,1072950.03719,0.0,6399.94628368,1072969.12426,208.711929139,0.0,-0.901453252268,208.713875875,-0.0104773194728,0.0,-6.50460177833e-05,0.0104775213824,0.0,0.0,342754.41919,342754.41919,0.0,0.0,-343350.0,343350.0,-137366.706182,-0.0,593.304199484,658.164134403,137000,0,0,137000,-366.706181547,0.0,-2.27661062242,0,0.631495813846
4578.0,1073367.41914,0.0,6398.14311699,1073386.48804,208.6909745,0.0,-0.901583344303,208.692921994,-0.0104756820476,0.0,-6.50347851599e-05,0.0104758839191,0.0,0.0,342754.274627,342754.274627,0.0,0.0,-343350.0,343350.0,-137366.648872,-0.0,593.449156017,658.229945979,137000,0,0,137000,-366.648871668,0.0,-2.2762174806,0,0.631622370671
4580.0,1073784.75918,0.0,6396.33969016,1073803.80993,208.670023136,0.0,-0.901713413874,208.671971387,-0.0104740445744,0.0,-6.50235441929e-05,0.0104742464076,0.0,0.0,342754.130058,342754.130058,0.0,0.0,-343350.0,343350.0,-137366.59156,-0.0,593.594117479,658.295760434,137000,0,0,137000,-366.591560104,0.0,-2.27582404675,0,0.63174894576
4582.0,1074202.05733,0.0,6394.53600324,1074221.08994,208.649075047,0.0,-0.901843460962,208.651024056,-0.0104724070532,0.0,-6.50122949039e-05,0.0104726088482,0.0,0.0,342753.985486,342753.985486,0.0,0.0,-343350.0,343350.0,-137366.534247,-0.0,593.739083855,658.361577764,137000,0,0,137000,-366.534246863,0.0,-2.27543032164,0,0.631875539109
4584.0,1074619.31359,0.0,6392.73205627,1074638.32808,208.628130233,0.0,-0.901973485552,208.63008,-0.0104707694843,0.0,-6.50010373044e-05,0.0104709712409,0.0,0.0,342753.840909,342753.840909,0.0,0.0,-343350.0,343350.0,-137366.476932,-0.0,593.884055127,658.427397967,137000,0,0,137000,-366.476931951,0.0,-2.27503630565,0,0.632002150717
4586.0,1075036.52797,0.0,6390.92784929,1075055.52435,208.607188694,0.0,-0.902103487626,208.609139218,-0.0104691318678,0.0,-6.49897714179e-05,0.0104693335861,0.0,0.0,342753.696327,342753.696327,0.0,0.0,-343350.0,343350.0,-137366.419615,-0.0,594.02903128,658.493221041,137000,0,0,137000,-366.419615374,0.0,-2.27464199963,0,0.632128780578
4588.0,1075453.70047,0.0,6389.12338236,1075472.67876,208.58625043,0.0,-0.902233467169,208.588201713,-0.0104674942039,0.0,-6.49784972525e-05,0.0104676958838,0.0,0.0,342753.55174,342753.55174,0.0,0.0,-343350.0,343350.0,-137366.362297,-0.0,594.174012296,658.559046983,137000,0,0,137000,-366.362297138,0.0,-2.27424740384,0,0.632255428691
4590.0,1075870.8311,0.0,6387.31865551,1075889.79131,208.565315442,0.0,-0.902363424164,208.567267482,-0.0104658564929,0.0,-6.49672148284e-05,0.0104660581342,0.0,0.0,342753.407149,342753.407149,0.0,0.0,-343350.0,343350.0,-137366.304977,-0.0,594.318998159,658.624875792,137000,0,0,137000,-366.30497725,0.0,-2.27385251899,0,0.632382095052
4592.0,1076287.91987,0.0,6385.51366879,1076306.86202,208.544383729,0.0,-0.902493358593,208.546336528,-0.0104642187348,0.0,-6.4955924157e-05,0.0104644203376,0.0,0.0,342753.262554,342753.262554,0.0,0.0,-343350.0,343350.0,-137366.247656,-0.0,594.463988853,658.690707463,137000,0,0,137000,-366.247655717,0.0,-2.27345734549,0,0.632508779658
4594.0,1076704.96678,0.0,6383.70842225,1076723.89089,208.523455291,0.0,-0.902623270442,208.525408848,-0.0104625809298,0.0,-6.49446252517e-05,0.010462782494,0.0,0.0,342753.117954,342753.117954,0.0,0.0,-343350.0,343350.0,-137366.190333,-0.0,594.60898436,658.756541995,137000,0,0,137000,-366.190332544,0.0,-2.27306188381,0,0.632635482505
4596.0,1077121.97184,0.0,6381.90291593,1077140.87793,208.502530129,0.0,-0.902753159692,208.504484445,-0.0104609430782,0.0,-6.49333181159e-05,0.0104611446038,0.0,0.0,342752.973349,342752.973349,0.0,0.0,-343350.0,343350.0,-137366.133008,-0.0,594.753984666,658.822379385,137000,0,0,137000,-366.133007737,0.0,-2.27266613406,0,0.632762203592
4598.0,1077538.93506,0.0,6380.09714988,1077557.82314,208.481608243,0.0,-0.902883026329,208.483563317,-0.0104593051801,0.0,-6.49220027711e-05,0.010459506667,0.0,0.0,342752.82874,342752.82874,0.0,0.0,-343350.0,343350.0,-137366.075681,-0.0,594.898989753,658.888219631,137000,0,0,137000,-366.075681305,0.0,-2.27227009699,0,0.632888942913
4600.0,1077955.85644,0.0,6378.29112414,1077974.72652,208.460689633,0.0,-0.903012870334,208.462645465,-0.0104576672358,0.0,-6.49106792241e-05,0.0104578686839,0.0,0.0,342752.684127,342752.684127,0.0,0.0,-343350.0,343350.0,-137366.018353,-0.0,595.043999605,658.954062731,137000,0,0,137000,-366.018353251,0.0,-2.27187377284,0,0.633015700467
4602.0,1078372.73598,0.0,6376.48483876,1078391.58809,208.439774298,0.0,-0.903142691693,208.44173089,-0.0104560292453,0.0,-6.4899347483e-05,0.0104562306546,0.0,0.0,342752.539509,342752.539509,0.0,0.0,-343350.0,343350.0,-137365.961024,-0.0,595.189014205,659.019908681,137000,0,0,137000,-365.961023584,0.0,-2.27147716191,0,0.63314247625
4604.0,1078789.57371,0.0,6374.67829377,1078808.40786,208.41886224,0.0,-0.903272490388,208.42081959,-0.0104543912088,0.0,-6.48880075547e-05,0.0104545925794,0.0,0.0,342752.394886,342752.394886,0.0,0.0,-343350.0,343350.0,-137365.903692,-0.0,595.334033537,659.085757479,137000,0,0,137000,-365.90369231,0.0,-2.27108026441,0,0.633269270259
4606.0,1079206.36962,0.0,6372.87148924,1079225.18582,208.397953458,0.0,-0.903402266403,208.399911567,-0.0104527531267,0.0,-6.48766594507e-05,0.0104529544584,0.0,0.0,342752.250259,342752.250259,0.0,0.0,-343350.0,343350.0,-137365.846359,-0.0,595.479057584,659.151609123,137000,0,0,137000,-365.846359434,0.0,-2.27068308077,0,0.63339608249
4608.0,1079623.12371,0.0,6371.0644252,1079641.92199,208.377047951,0.0,-0.903532019722,208.379006819,-0.010451114999,0.0,-6.48653031743e-05,0.0104513162917,0.0,0.0,342752.105628,342752.105628,0.0,0.0,-343350.0,343350.0,-137365.789025,-0.0,595.624086331,659.21746361,137000,0,0,137000,-365.789024964,0.0,-2.2702856111,0,0.633522912941
4610.0,1080039.836,0.0,6369.2571017,1080058.61637,208.356145721,0.0,-0.903661750328,208.358105348,-0.0104494768259,0.0,-6.48539387372e-05,0.0104496780796,0.0,0.0,342751.960992,342751.960992,0.0,0.0,-343350.0,343350.0,-137365.731689,-0.0,595.769119761,659.283320938,137000,0,0,137000,-365.731688905,0.0,-2.2698878558,0,0.633649761608
4612.0,1080456.5065,0.0,6367.44951879,1080475.26896,208.335246768,0.0,-0.903791458205,208.337207154,-0.0104478386076,0.0,-6.48425661443e-05,0.0104480398223,0.0,0.0,342751.816352,342751.816352,0.0,0.0,-343350.0,343350.0,-137365.674351,-0.0,595.914157856,659.349181104,137000,0,0,137000,-365.674351265,0.0,-2.26948981505,0,0.633776628489
4614.0,1080873.1352,0.0,6365.6416765,1080891.87979,208.31435109,0.0,-0.903921143338,208.316312236,-0.0104462003443,0.0,-6.48311853991e-05,0.0104464015199,0.0,0.0,342751.671708,342751.671708,0.0,0.0,-343350.0,343350.0,-137365.617012,-0.0,596.059200602,659.415044105,137000,0,0,137000,-365.61701205,0.0,-2.26909148897,0,0.633903513579
4616.0,1081289.72212,0.0,6363.83357489,1081308.44884,208.29345869,0.0,-0.904050805708,208.295420595,-0.0104445620361,0.0,-6.48197965148e-05,0.0104447631727,0.0,0.0,342751.527059,342751.527059,0.0,0.0,-343350.0,343350.0,-137365.559671,-0.0,596.204247981,659.48090994,137000,0,0,137000,-365.559671265,0.0,-2.26869287802,0,0.634030416876
4618.0,1081706.26726,0.0,6362.025214,1081724.97613,208.272569566,0.0,-0.904180445301,208.27453223,-0.0104429236834,0.0,-6.4808399488e-05,0.0104431247807,0.0,0.0,342751.382406,342751.382406,0.0,0.0,-343350.0,343350.0,-137365.502329,-0.0,596.349299977,659.546778606,137000,0,0,137000,-365.502328918,0.0,-2.26829398208,0,0.634157338377
4620.0,1082122.77062,0.0,6360.21659387,1082141.46167,208.251683718,0.0,-0.9043100621,208.253647143,-0.0104412852861,0.0,-6.47969943272e-05,0.0104414863442,0.0,0.0,342751.237749,342751.237749,0.0,0.0,-343350.0,343350.0,-137365.444985,-0.0,596.494356573,659.612650099,137000,0,0,137000,-365.444985015,0.0,-2.26789480145,0,0.634284278078
4622.0,1082539.23223,0.0,6358.40771456,1082557.90545,208.230801148,0.0,-0.904439656089,208.232765332,-0.0104396468446,0.0,-6.47855810322e-05,0.0104398478635,0.0,0.0,342751.093087,342751.093087,0.0,0.0,-343350.0,343350.0,-137365.38764,-0.0,596.639417754,659.678524418,137000,0,0,137000,-365.387639562,0.0,-2.26749533613,0,0.634411235977
4624.0,1082955.65207,0.0,6356.59857611,1082974.30749,208.209921854,0.0,-0.904569227251,208.211886798,-0.010438008359,0.0,-6.47741596165e-05,0.0104382093385,0.0,0.0,342750.948421,342750.948421,0.0,0.0,-343350.0,343350.0,-137365.330293,-0.0,596.784483503,659.744401561,137000,0,0,137000,-365.330292567,0.0,-2.26709558658,0,0.634538212069
4626.0,1083372.03016,0.0,6354.78917855,1083390.6678,208.189045837,0.0,-0.90469877557,208.191011541,-0.0104363698296,0.0,-6.47627300766e-05,0.0104365707697,0.0,0.0,342750.803751,342750.803751,0.0,0.0,-343350.0,343350.0,-137365.272944,-0.0,596.929553803,659.810281524,137000,0,0,137000,-365.272944034,0.0,-2.26669555268,0,0.634665206352
4628.0,1083788.36651,0.0,6352.97952195,1083806.98638,208.168173098,0.0,-0.904828301031,208.170139562,-0.0104347312563,0.0,-6.47512924142e-05,0.010434932157,0.0,0.0,342750.659076,342750.659076,0.0,0.0,-343350.0,343350.0,-137365.215594,-0.0,597.074628638,659.876164305,137000,0,0,137000,-365.215593972,0.0,-2.2662952345,0,0.634792218822
4630.0,1084204.66111,0.0,6351.16960635,1084223.26323,208.147303635,0.0,-0.904957803615,208.149270859,-0.0104330926396,0.0,-6.47398466394e-05,0.0104332935008,0.0,0.0,342750.514397,342750.514397,0.0,0.0,-343350.0,343350.0,-137365.158242,-0.0,597.219707992,659.942049901,137000,0,0,137000,-365.158242386,0.0,-2.26589463238,0,0.634919249477
4632.0,1084620.91399,0.0,6349.35943178,1084639.49837,208.12643745,0.0,-0.905087283309,208.128405434,-0.0104314539795,0.0,-6.47283927538e-05,0.0104316548012,0.0,0.0,342750.369714,342750.369714,0.0,0.0,-343350.0,343350.0,-137365.100889,-0.0,597.364791848,660.007938311,137000,0,0,137000,-365.100889282,0.0,-2.26549374638,0,0.635046298313
4634.0,1085037.12514,0.0,6347.5489983,1085055.6918,208.105574542,0.0,-0.905216740094,208.107543287,-0.0104298152762,0.0,-6.47169307573e-05,0.0104300160584,0.0,0.0,342750.225027,342750.225027,0.0,0.0,-343350.0,343350.0,-137365.043535,-0.0,597.50988019,660.073829531,137000,0,0,137000,-365.043534668,0.0,-2.2650925765,0,0.635173365327
4636.0,1085453.29457,0.0,6345.73830595,1085471.84352,208.084714911,0.0,-0.905346173956,208.086684416,-0.01042817653,0.0,-6.4705460655e-05,0.0104283772725,0.0,0.0,342750.080336,342750.080336,0.0,0.0,-343350.0,343350.0,-137364.986179,-0.0,597.654973001,660.13972356,137000,0,0,137000,-364.98617855,0.0,-2.26469112292,0,0.635300450515
4638.0,1085869.42229,0.0,6343.92735478,1085887.95355,208.063858558,0.0,-0.905475584877,208.065828824,-0.010426537741,0.0,-6.46939824535e-05,0.0104267384438,0.0,0.0,342749.93564,342749.93564,0.0,0.0,-343350.0,343350.0,-137364.928821,-0.0,597.800070265,660.205620393,137000,0,0,137000,-364.928820933,0.0,-2.26428938587,0,0.635427553875
4640.0,1086285.5083,0.0,6342.11614484,1086304.02189,208.043005483,0.0,-0.905604972842,208.044976509,-0.0104248989093,0.0,-6.46824961512e-05,0.0104250995724,0.0,0.0,342749.790941,342749.790941,0.0,0.0,-343350.0,343350.0,-137364.871462,-0.0,597.945171965,660.27152003,137000,0,0,137000,-364.871461826,0.0,-2.26388736529,0,0.635554675404
4642.0,1086701.55261,0.0,6340.30467616,1086720.04854,208.022155685,0.0,-0.905734337834,208.024127472,-0.0104232600352,0.0,-6.46710017513e-05,0.0104234606586,0.0,0.0,342749.646237,342749.646237,0.0,0.0,-343350.0,343350.0,-137364.814101,-0.0,598.090278086,660.337422468,137000,0,0,137000,-364.814101234,0.0,-2.2634850613,0,0.635681815097
4644.0,1087117.55523,0.0,6338.4929488,1087136.03352,208.001309165,0.0,-0.905863679838,208.003281713,-0.0104216211189,0.0,-6.46594992573e-05,0.0104218217024,0.0,0.0,342749.501529,342749.501529,0.0,0.0,-343350.0,343350.0,-137364.756739,-0.0,598.23538861,660.403327703,137000,0,0,137000,-364.756739163,0.0,-2.263082474,0,0.635808972952
4646.0,1087533.51616,0.0,6336.6809628,1087551.97682,207.980465923,0.0,-0.905992998836,207.982439232,-0.0104199821606,0.0,-6.4647988669e-05,0.0104201827042,0.0,0.0,342749.356817,342749.356817,0.0,0.0,-343350.0,343350.0,-137364.699376,-0.0,598.380503522,660.469235734,137000,0,0,137000,-364.699375621,0.0,-2.26267960342,0,0.635936148966
4648.0,1087949.43541,0.0,6334.86871821,1087967.87846,207.959625958,0.0,-0.906122294814,207.961600028,-0.0104183431604,0.0,-6.46364699949e-05,0.0104185436641,0.0,0.0,342749.212101,342749.212101,0.0,0.0,-343350.0,343350.0,-137364.642011,-0.0,598.525622804,660.535146558,137000,0,0,137000,-364.642010613,0.0,-2.26227644982,0,0.636063343135
4650.0,1088365.31299,0.0,6333.05621508,1088383.73845,207.938789272,0.0,-0.906251567754,207.940764103,-0.0104167041185,0.0,-6.46249432366e-05,0.0104169045822,0.0,0.0,342749.067381,342749.067381,0.0,0.0,-343350.0,343350.0,-137364.584644,-0.0,598.670746441,660.601060173,137000,0,0,137000,-364.584644146,0.0,-2.26187301328,0,0.636190555456
4652.0,1088781.1489,0.0,6331.24345344,1088799.55678,207.917955864,0.0,-0.90638081764,207.919931456,-0.0104150650351,0.0,-6.46134083941e-05,0.0104152654588,0.0,0.0,342748.922656,342748.922656,0.0,0.0,-343350.0,343350.0,-137364.527276,-0.0,598.815874416,660.666976575,137000,0,0,137000,-364.527276227,0.0,-2.26146929379,0,0.636317785926
4654.0,1089196.94315,0.0,6329.43043335,1089215.33347,207.897125734,0.0,-0.906510044457,207.899102088,-0.0104134259103,0.0,-6.4601865469e-05,0.010413626294,0.0,0.0,342748.777928,342748.777928,0.0,0.0,-343350.0,343350.0,-137364.469907,-0.0,598.961006712,660.732895763,137000,0,0,137000,-364.469906862,0.0,-2.26106529142,0,0.636445034542
4656.0,1089612.69575,0.0,6327.61715486,1089631.06852,207.876298882,0.0,-0.906639248188,207.878275997,-0.0104117867445,0.0,-6.4590314468e-05,0.010411987088,0.0,0.0,342748.633196,342748.633196,0.0,0.0,-343350.0,343350.0,-137364.412536,-0.0,599.106143314,660.798817734,137000,0,0,137000,-364.412536057,0.0,-2.26066100638,0,0.6365723013
4658.0,1090028.4067,0.0,6325.803618,1090046.76193,207.855475308,0.0,-0.906768428817,207.857453185,-0.0104101475377,0.0,-6.45787553945e-05,0.0104103478411,0.0,0.0,342748.488459,342748.488459,0.0,0.0,-343350.0,343350.0,-137364.355164,-0.0,599.251284204,660.864742485,137000,0,0,137000,-364.35516382,0.0,-2.26025643881,0,0.636699586198
4660.0,1090444.07601,0.0,6323.98982283,1090462.41373,207.834655013,0.0,-0.906897586327,207.836633652,-0.0104085082902,0.0,-6.45671882467e-05,0.0104087085534,0.0,0.0,342748.343719,342748.343719,0.0,0.0,-343350.0,343350.0,-137364.29779,-0.0,599.396429366,660.930670014,137000,0,0,137000,-364.297790156,0.0,-2.25985158863,0,0.636826889231
4662.0,1090859.70369,0.0,6322.17576938,1090878.0239,207.813837997,0.0,-0.907026720704,207.815817397,-0.0104068690021,0.0,-6.45556130313e-05,0.010407069225,0.0,0.0,342748.198975,342748.198975,0.0,0.0,-343350.0,343350.0,-137364.240415,-0.0,599.541578784,660.996600319,137000,0,0,137000,-364.240415073,0.0,-2.2594464561,0,0.636954210397
4664.0,1091275.28973,0.0,6320.36145772,1091293.59246,207.793024259,0.0,-0.90715583193,207.795004421,-0.0104052296736,0.0,-6.45440297501e-05,0.0104054298562,0.0,0.0,342748.054227,342748.054227,0.0,0.0,-343350.0,343350.0,-137364.183039,-0.0,599.686732441,661.062533396,137000,0,0,137000,-364.183038576,0.0,-2.25904104125,0,0.637081549692
4666.0,1091690.83416,0.0,6318.54688788,1091709.11942,207.772213799,0.0,-0.90728491999,207.774194724,-0.0104035903049,0.0,-6.45324384079e-05,0.0104037904471,0.0,0.0,342747.909474,342747.909474,0.0,0.0,-343350.0,343350.0,-137364.125661,-0.0,599.831890321,661.128469244,137000,0,0,137000,-364.125660672,0.0,-2.25863534427,0,0.637208907114
4668.0,1092106.33697,0.0,6316.73205991,1092124.60478,207.751406619,0.0,-0.907413984866,207.753388305,-0.0104019508962,0.0,-6.45208390047e-05,0.010402150998,0.0,0.0,342747.764718,342747.764718,0.0,0.0,-343350.0,343350.0,-137364.068281,-0.0,599.977052407,661.19440786,137000,0,0,137000,-364.068281367,0.0,-2.25822936516,0,0.637336282658
4670.0,1092521.79818,0.0,6314.91697386,1092540.04855,207.730602717,0.0,-0.907543026544,207.732585165,-0.0104003114477,0.0,-6.4509231549e-05,0.010400511509,0.0,0.0,342747.619958,342747.619958,0.0,0.0,-343350.0,343350.0,-137364.010901,-0.0,600.122218684,661.260349241,137000,0,0,137000,-364.010900669,0.0,-2.25782310421,0,0.637463676322
4672.0,1092937.21778,0.0,6313.10162977,1092955.45073,207.709802094,0.0,-0.907672045007,207.711785305,-0.0103986719595,0.0,-6.44976160389e-05,0.0103988719804,0.0,0.0,342747.475194,342747.475194,0.0,0.0,-343350.0,343350.0,-137363.953519,-0.0,600.267389134,661.326293385,137000,0,0,137000,-363.953518583,0.0,-2.25741656136,0,0.637591088103
4674.0,1093352.59579,0.0,6311.28602769,1093370.81133,207.68900475,0.0,-0.90780104024,207.690988723,-0.0103970324319,0.0,-6.44859924779e-05,0.0103972324122,0.0,0.0,342747.330427,342747.330427,0.0,0.0,-343350.0,343350.0,-137363.896135,-0.0,600.412563741,661.392240289,137000,0,0,137000,-363.896135116,0.0,-2.25700973673,0,0.637718517997
4676.0,1093767.93222,0.0,6309.47016766,1093786.13035,207.668210685,0.0,-0.907930012224,207.670195421,-0.010395392865,0.0,-6.44743608743e-05,0.0103955928047,0.0,0.0,342747.185655,342747.185655,0.0,0.0,-343350.0,343350.0,-137363.83875,-0.0,600.557742488,661.458189951,137000,0,0,137000,-363.838750275,0.0,-2.2566026306,0,0.637845966
4678.0,1094183.22706,0.0,6307.65404974,1094201.40782,207.6474199,0.0,-0.908058960946,207.649405398,-0.010393753259,0.0,-6.44627212297e-05,0.010393953158,0.0,0.0,342747.040879,342747.040879,0.0,0.0,-343350.0,343350.0,-137363.781364,-0.0,600.70292536,661.524142368,137000,0,0,137000,-363.781364065,0.0,-2.25619524304,0,0.637973432111
4680.0,1094598.48032,0.0,6305.83767397,1094616.64372,207.626632393,0.0,-0.908187886389,207.628618654,-0.0103921136141,0.0,-6.44510735458e-05,0.0103923134725,0.0,0.0,342746.8961,342746.8961,0.0,0.0,-343350.0,343350.0,-137363.723976,-0.0,600.848112339,661.590097538,137000,0,0,137000,-363.723976494,0.0,-2.2557875741,0,0.638100916324
4682.0,1095013.69202,0.0,6304.02104039,1095031.83807,207.605848166,0.0,-0.908316788536,207.607835189,-0.0103904739305,0.0,-6.44394178293e-05,0.0103906737481,0.0,0.0,342746.751317,342746.751317,0.0,0.0,-343350.0,343350.0,-137363.666588,-0.0,600.993303409,661.656055459,137000,0,0,137000,-363.666587568,0.0,-2.25537962402,0,0.638228418638
4684.0,1095428.86215,0.0,6302.20414906,1095446.99087,207.585067218,0.0,-0.908445667371,207.587055004,-0.0103888342084,0.0,-6.44277540784e-05,0.0103890339852,0.0,0.0,342746.60653,342746.60653,0.0,0.0,-343350.0,343350.0,-137363.609197,-0.0,601.138498555,661.722016127,137000,0,0,137000,-363.609197294,0.0,-2.25497139274,0,0.638355939049
4686.0,1095843.99073,0.0,6300.38700001,1095862.10213,207.56428955,0.0,-0.90857452288,207.566278099,-0.0103871944479,0.0,-6.44160823048e-05,0.0103873941838,0.0,0.0,342746.461739,342746.461739,0.0,0.0,-343350.0,343350.0,-137363.551806,-0.0,601.283697758,661.78797954,137000,0,0,137000,-363.551805677,0.0,-2.25456288067,0,0.638483477553
4688.0,1096259.07776,0.0,6298.5695933,1096277.17186,207.543515161,0.0,-0.908703355044,207.545504473,-0.0103855546493,0.0,-6.44044025053e-05,0.0103857543443,0.0,0.0,342746.316945,342746.316945,0.0,0.0,-343350.0,343350.0,-137363.494413,-0.0,601.428901003,661.853945696,137000,0,0,137000,-363.494412725,0.0,-2.25415408768,0,0.638611034147
4690.0,1096674.12325,0.0,6296.75192897,1096692.20007,207.522744051,0.0,-0.908832163849,207.524734127,-0.0103839148127,0.0,-6.43927146913e-05,0.0103841144668,0.0,0.0,342746.172147,342746.172147,0.0,0.0,-343350.0,343350.0,-137363.437018,-0.0,601.574108274,661.919914592,137000,0,0,137000,-363.437018444,0.0,-2.2537450142,0,0.638738608829
4692.0,1097089.1272,0.0,6294.93400707,1097107.18675,207.501976222,0.0,-0.908960949279,207.503967061,-0.0103822749383,0.0,-6.43810188581e-05,0.0103824745514,0.0,0.0,342746.027345,342746.027345,0.0,0.0,-343350.0,343350.0,-137363.379623,-0.0,601.719319553,661.985886226,137000,0,0,137000,-363.37962284,0.0,-2.25333566003,0,0.638866201594
4694.0,1097504.08962,0.0,6293.11582765,1097522.13192,207.481211672,0.0,-0.909089711316,207.483203274,-0.0103806350263,0.0,-6.43693150154e-05,0.0103808345983,0.0,0.0,342745.882539,342745.882539,0.0,0.0,-343350.0,343350.0,-137363.322226,-0.0,601.864534825,662.051860595,137000,0,0,137000,-363.32222592,0.0,-2.25292602554,0,0.638993812439
4696.0,1097919.01052,0.0,6291.29739075,1097937.03558,207.460450402,0.0,-0.909218449946,207.462442768,-0.0103789950769,0.0,-6.43576031667e-05,0.0103791946078,0.0,0.0,342745.73773,342745.73773,0.0,0.0,-343350.0,343350.0,-137363.264828,-0.0,602.009754073,662.117837697,137000,0,0,137000,-363.26482769,0.0,-2.25251611084,0,0.639121441362
4698.0,1098333.88991,0.0,6289.47869642,1098351.89774,207.439692412,0.0,-0.909347165153,207.441685541,-0.0103773550902,0.0,-6.43458833153e-05,0.01037755458,0.0,0.0,342745.592917,342745.592917,0.0,0.0,-343350.0,343350.0,-137363.207428,-0.0,602.15497728,662.183817529,137000,0,0,137000,-363.207428157,0.0,-2.25210591604,0,0.639249088359
4700.0,1098748.72779,0.0,6287.65974471,1098766.7184,207.418937701,0.0,-0.909475856919,207.420931595,-0.0103757150665,0.0,-6.43341554661e-05,0.0103759145151,0.0,0.0,342745.4481,342745.4481,0.0,0.0,-343350.0,343350.0,-137363.150027,-0.0,602.30020443,662.249800088,137000,0,0,137000,-363.150027328,0.0,-2.25169544131,0,0.639376753426
4702.0,1099163.52416,0.0,6285.84053566,1099181.49758,207.398186271,0.0,-0.90960452523,207.400180928,-0.0103740750059,0.0,-6.43224196209e-05,0.0103742744133,0.0,0.0,342745.30328,342745.30328,0.0,0.0,-343350.0,343350.0,-137363.092625,-0.0,602.445435507,662.315785373,137000,0,0,137000,-363.092625208,0.0,-2.25128468673,0,0.63950443656
4704.0,1099578.27903,0.0,6284.02106932,1099596.23528,207.377438121,0.0,-0.909733170069,207.379433542,-0.0103724349087,0.0,-6.43106757879e-05,0.0103726342748,0.0,0.0,342745.158456,342745.158456,0.0,0.0,-343350.0,343350.0,-137363.035222,-0.0,602.590670493,662.38177338,137000,0,0,137000,-363.035221805,0.0,-2.25087365258,0,0.639632137759
