TIME,Aircraft.state.pos_ENU[0],Aircraft.state.pos_ENU[1],Aircraft.state.pos_ENU[2],Aircraft.state.pos_mag,Aircraft.state.vel_ENU[0],Aircraft.state.vel_ENU[1],Aircraft.state.vel_ENU[2],Aircraft.state.vel_mag,Aircraft.state.acc_ENU[0],Aircraft.state.acc_ENU[1],Aircraft.state.acc_ENU[2],Aircraft.state.acc_mag,Aircraft.forces.lift_ENU[0],Aircraft.forces.lift_ENU[1],Aircraft.forces.lift_ENU[2],Aircraft.forces.lift_mag,Aircraft.forces.weight_ENU[0],Aircraft.forces.weight_ENU[1],Aircraft.forces.weight_ENU[2],Aircraft.forces.weight_mag,Aircraft.forces.drag_ENU[0],Aircraft.forces.drag_ENU[1],Aircraft.forces.drag_ENU[2],Aircraft.forces.drag_mag,Aircraft.forces.thrust_ENU[0],Aircraft.forces.thrust_ENU[1],Aircraft.forces.thrust_ENU[2],Aircraft.forces.thrust_mag,Aircraft.forces.net_force_ENU[0],Aircraft.forces.net_force_ENU[1],Aircraft.forces.net_force_ENU[2],Aircraft.forces.net_force_mag,Atmosphere.rho
1388.0,351431.449806,0.0,9129.27196503,351550.007138,244.766854352,0.0,-0.831717804817,244.768267436,-0.0119077400157,0.0,-7.14157435511e-05,0.011907954169,0.0,0.0,342880.558243,342880.558243,0.0,0.0,-343350.0,343350.0,-137416.770901,-0.0,466.942206457,561.419033899,137000,0,0,137000,-416.77090055,0.0,-2.49955102429,0,0.459324494174
1390.0,351920.935883,0.0,9127.60824376,352039.28523,244.743038871,0.0,-0.831860636304,244.744452579,-0.0119063165811,0.0,-7.14132303838e-05,0.0119065307449,0.0,0.0,342880.432866,342880.432866,0.0,0.0,-343350.0,343350.0,-137416.72108,-0.0,467.067670499,561.473460957,137000,0,0,137000,-416.721080338,0.0,-2.49946306343,0,0.459413722524
1392.0,352410.374336,0.0,9125.94423684,352528.51629,244.719226238,0.0,-0.832003462764,244.720640569,-0.0119048929707,0.0,-7.14107084787e-05,0.0119051071449,0.0,0.0,342880.307475,342880.307475,0.0,0.0,-343350.0,343350.0,-137416.671254,-0.0,467.193150625,561.527892051,137000,0,0,137000,-416.671253973,0.0,-2.49937479675,0,0.459502966196
1394.0,352899.765169,0.0,9124.27994427,353017.700322,244.695416452,0.0,-0.832146284181,244.696831406,-0.0119034691845,0.0,-7.14081778341e-05,0.0119036833692,0.0,0.0,342880.182067,342880.182067,0.0,0.0,-343350.0,343350.0,-137416.621421,-0.0,467.318646824,561.582327179,137000,0,0,137000,-416.621421459,0.0,-2.49928622419,0,0.459592225192
1396.0,353389.108388,0.0,9122.61536607,353506.837329,244.671609514,0.0,-0.832289100537,244.673025091,-0.0119020452228,0.0,-7.140563845e-05,0.0119022594179,0.0,0.0,342880.056644,342880.056644,0.0,0.0,-343350.0,343350.0,-137416.571583,-0.0,467.444159086,561.636766341,137000,0,0,137000,-416.571582799,0.0,-2.49919734575,0,0.45968149951
1398.0,353878.403999,0.0,9120.95050224,353995.927314,244.647805424,0.0,-0.832431911814,244.649221624,-0.0119006210857,0.0,-7.14030903232e-05,0.0119008352911,0.0,0.0,342879.931204,342879.931204,0.0,0.0,-343350.0,343350.0,-137416.521738,-0.0,467.569687401,561.691209533,137000,0,0,137000,-416.521737998,0.0,-2.49910816131,0,0.459770789149
1400.0,354367.652007,0.0,9119.28535281,354484.97028,244.624004181,0.0,-0.832574717995,244.625421006,-0.0118991967732,0.0,-7.14005334569e-05,0.0118994109889,0.0,0.0,342879.80575,342879.80575,0.0,0.0,-343350.0,343350.0,-137416.471887,-0.0,467.695231758,561.745656756,137000,0,0,137000,-416.47188706,0.0,-2.49901867099,0,0.459860094109
1402.0,354856.852418,0.0,9117.61991777,354973.96623,244.600205788,0.0,-0.832717519062,244.601623236,-0.0118977722854,0.0,-7.13979678495e-05,0.0118979865114,0.0,0.0,342879.680279,342879.680279,0.0,0.0,-343350.0,343350.0,-137416.42203,-0.0,467.820792148,561.800108006,137000,0,0,137000,-416.422029989,0.0,-2.49892887473,0,0.45994941439
1404.0,355346.005239,0.0,9115.95419714,355462.915169,244.576410243,0.0,-0.832860314997,244.577828316,-0.0118963476226,0.0,-7.13953934992e-05,0.0118965618587,0.0,0.0,342879.554793,342879.554793,0.0,0.0,-343350.0,343350.0,-137416.372167,-0.0,467.946368559,561.854563284,137000,0,0,137000,-416.372166789,0.0,-2.49883877247,0,0.460038749991
1406.0,355835.110474,0.0,9114.28819093,355951.817098,244.552617548,0.0,-0.833003105784,244.554036245,-0.0118949227847,0.0,-7.13928104029e-05,0.011895137031,0.0,0.0,342879.429291,342879.429291,0.0,0.0,-343350.0,343350.0,-137416.322297,-0.0,468.071960983,561.909022587,137000,0,0,137000,-416.322297464,0.0,-2.4987483641,0,0.460128100911
1408.0,356324.168129,0.0,9112.62189914,356440.672021,244.528827702,0.0,-0.833145891405,244.530247024,-0.011893497772,0.0,-7.13902185671e-05,0.0118937120284,0.0,0.0,342879.303773,342879.303773,0.0,0.0,-343350.0,343350.0,-137416.272422,-0.0,468.197569408,561.963485913,137000,0,0,137000,-416.272422019,0.0,-2.49865764985,0,0.46021746715
1410.0,356813.178211,0.0,9110.9553218,356929.479942,244.505040707,0.0,-0.833288671842,244.506460653,-0.0118920725845,0.0,-7.13876179885e-05,0.011892286851,0.0,0.0,342879.17824,342879.17824,0.0,0.0,-343350.0,343350.0,-137416.22254,-0.0,468.323193826,562.017953262,137000,0,0,137000,-416.222540457,0.0,-2.4985666296,0,0.460306848708
1412.0,357302.140724,0.0,9109.28845891,357418.240864,244.481256562,0.0,-0.833431447078,244.482677133,-0.0118906472223,0.0,-7.13850086621e-05,0.0118908614989,0.0,0.0,342879.05269,342879.05269,0.0,0.0,-343350.0,343350.0,-137416.172653,-0.0,468.448834224,562.072424632,137000,0,0,137000,-416.172652782,0.0,-2.49847530317,0,0.460396245583
1414.0,357791.055675,0.0,9107.62131047,357906.954789,244.457475267,0.0,-0.833574217095,244.458896463,-0.0118892216857,0.0,-7.13823905913e-05,0.0118894359722,0.0,0.0,342878.927126,342878.927126,0.0,0.0,-343350.0,343350.0,-137416.122759,-0.0,468.574490593,562.126900021,137000,0,0,137000,-416.122758999,0.0,-2.4983836707,0,0.460485657776
1416.0,358279.923068,0.0,9105.95387651,358395.621722,244.433696824,0.0,-0.833716981877,244.435118645,-0.0118877959746,0.0,-7.1379763776e-05,0.0118880102711,0.0,0.0,342878.801545,342878.801545,0.0,0.0,-343350.0,343350.0,-137416.072859,-0.0,468.700162924,562.181379428,137000,0,0,137000,-416.072859111,0.0,-2.49829173216,0,0.460575085285
1418.0,358768.742911,0.0,9104.28615703,358884.241666,244.409921232,0.0,-0.833859741404,244.411343678,-0.0118863700893,0.0,-7.13771282146e-05,0.0118865843956,0.0,0.0,342878.675949,342878.675949,0.0,0.0,-343350.0,343350.0,-137416.022953,-0.0,468.825851205,562.235862851,137000,0,0,137000,-416.022953124,0.0,-2.49819948751,0,0.46066452811
1420.0,359257.515208,0.0,9102.61815204,359372.814623,244.386148492,0.0,-0.834002495661,244.387571564,-0.0118849440297,0.0,-7.13744839105e-05,0.0118851583459,0.0,0.0,342878.550338,342878.550338,0.0,0.0,-343350.0,343350.0,-137415.973041,-0.0,468.951555426,562.290350288,137000,0,0,137000,-415.97304104,0.0,-2.49810693687,0,0.460753986251
1422.0,359746.239965,0.0,9100.94986155,359861.340598,244.362378604,0.0,-0.834145244628,244.363802301,-0.0118835177961,0.0,-7.13718308568e-05,0.0118837321221,0.0,0.0,342878.42471,342878.42471,0.0,0.0,-343350.0,343350.0,-137415.923123,-0.0,469.077275578,562.344841739,137000,0,0,137000,-415.923122865,0.0,-2.49801407999,0,0.460843459707
1424.0,360234.917188,0.0,9099.28128557,360349.819594,244.338611568,0.0,-0.83428798829,244.340035892,-0.0118820913886,0.0,-7.13691690571e-05,0.0118823057243,0.0,0.0,342878.299067,342878.299067,0.0,0.0,-343350.0,343350.0,-137415.873199,-0.0,469.203011649,562.399337201,137000,0,0,137000,-415.873198601,0.0,-2.497920917,0,0.460932948477
1426.0,360723.546883,0.0,9097.61242412,360838.251613,244.314847385,0.0,-0.834430726628,244.316272335,-0.0118806648073,0.0,-7.13664985096e-05,0.0118808791526,0.0,0.0,342878.173409,342878.173409,0.0,0.0,-343350.0,343350.0,-137415.823268,-0.0,469.32876363,562.453836674,137000,0,0,137000,-415.823268254,0.0,-2.49782744783,0,0.461022452561
1428.0,361212.129055,0.0,9095.9432772,361326.636661,244.291086056,0.0,-0.834573459625,244.292511631,-0.0118792380522,0.0,-7.13638192126e-05,0.0118794524072,0.0,0.0,342878.047735,342878.047735,0.0,0.0,-343350.0,343350.0,-137415.773332,-0.0,469.454531511,562.508340155,137000,0,0,137000,-415.773331828,0.0,-2.49773367244,0,0.461111971958
1430.0,361700.66371,0.0,9094.27384482,361814.974738,244.26732758,0.0,-0.834716187264,244.268753782,-0.0118778111236,0.0,-7.13611311695e-05,0.0118780254882,0.0,0.0,342877.922045,342877.922045,0.0,0.0,-343350.0,343350.0,-137415.723389,-0.0,469.580315281,562.562847643,137000,0,0,137000,-415.723389326,0.0,-2.49763959093,0,0.461201506668
1432.0,362189.150854,0.0,9092.604127,362303.265851,244.243571957,0.0,-0.834858909526,244.244998786,-0.0118763840215,0.0,-7.1358434377e-05,0.0118765983957,0.0,0.0,342877.79634,342877.79634,0.0,0.0,-343350.0,343350.0,-137415.673441,-0.0,469.706114929,562.617359137,137000,0,0,137000,-415.673440753,0.0,-2.49754520319,0,0.46129105669
1434.0,362677.590492,0.0,9090.93412375,362791.510001,244.219819189,0.0,-0.835001626395,244.221246645,-0.0118749567461,0.0,-7.1355728835e-05,0.0118751711298,0.0,0.0,342877.670619,342877.670619,0.0,0.0,-343350.0,343350.0,-137415.623486,-0.0,469.831930446,562.671874634,137000,0,0,137000,-415.623486112,0.0,-2.49745050923,0,0.461380622023
1436.0,363165.982631,0.0,9089.26383507,363279.707192,244.196069276,0.0,-0.835144337852,244.197497358,-0.0118735292974,0.0,-7.13530145419e-05,0.0118737436905,0.0,0.0,342877.544883,342877.544883,0.0,0.0,-343350.0,343350.0,-137415.573525,-0.0,469.957761821,562.726394134,137000,0,0,137000,-415.573525409,0.0,-2.49735550897,0,0.461470202668
1438.0,363654.327275,0.0,9087.59326099,363767.857427,244.172322217,0.0,-0.835287043882,244.173750926,-0.0118721016756,0.0,-7.13502914994e-05,0.0118723160782,0.0,0.0,342877.419131,342877.419131,0.0,0.0,-343350.0,343350.0,-137415.523559,-0.0,470.083609045,562.780917636,137000,0,0,137000,-415.523558647,0.0,-2.49726020248,0,0.461559798623
1440.0,364142.624431,0.0,9085.9224015,364255.960711,244.148578014,0.0,-0.835429744465,244.15000735,-0.0118706738808,0.0,-7.13475597108e-05,0.0118708882928,0.0,0.0,342877.293363,342877.293363,0.0,0.0,-343350.0,343350.0,-137415.473586,-0.0,470.209472106,562.835445136,137000,0,0,137000,-415.47358583,0.0,-2.49716458988,0,0.461649409887
1442.0,364630.874105,0.0,9084.25125662,364744.017046,244.124836666,0.0,-0.835572439584,244.12626663,-0.0118692459132,0.0,-7.13448191644e-05,0.0118694603345,0.0,0.0,342877.16758,342877.16758,0.0,0.0,-343350.0,343350.0,-137415.423607,-0.0,470.335350994,562.889976635,137000,0,0,137000,-415.423606962,0.0,-2.49706867075,0,0.461739036461
1444.0,365119.076301,0.0,9082.57982636,365232.026437,244.101098174,0.0,-0.835715129222,244.102528765,-0.0118678177728,0.0,-7.13420698685e-05,0.0118680322033,0.0,0.0,342877.041782,342877.041782,0.0,0.0,-343350.0,343350.0,-137415.373622,-0.0,470.461245699,562.94451213,137000,0,0,137000,-415.373622048,0.0,-2.4969724454,0,0.461828678344
1446.0,365607.231026,0.0,9080.90811073,365719.988886,244.077362539,0.0,-0.835857813362,244.078793758,-0.0118663894598,0.0,-7.13393118249e-05,0.0118666038995,0.0,0.0,342876.915968,342876.915968,0.0,0.0,-343350.0,343350.0,-137415.323631,-0.0,470.587156211,562.999051619,137000,0,0,137000,-415.323631092,0.0,-2.49687591387,0,0.461918335534
1448.0,366095.338286,0.0,9079.23610975,366207.904397,244.05362976,0.0,-0.836000491986,244.055061607,-0.0118649609742,0.0,-7.13365450269e-05,0.0118651754232,0.0,0.0,342876.790138,342876.790138,0.0,0.0,-343350.0,343350.0,-137415.273634,-0.0,470.71308252,563.053595102,137000,0,0,137000,-415.273634098,0.0,-2.49677907594,0,0.462008008032
1450.0,366583.398085,0.0,9077.56382342,366695.772974,244.029899838,0.0,-0.836143165076,244.031332313,-0.0118635323163,0.0,-7.13337694744e-05,0.0118637467743,0.0,0.0,342876.664293,342876.664293,0.0,0.0,-343350.0,343350.0,-137415.223631,-0.0,470.839024615,563.108142577,137000,0,0,137000,-415.223631069,0.0,-2.4966819316,0,0.462097695837
1452.0,367071.410431,0.0,9075.89125175,367183.594619,244.006172773,0.0,-0.836285832615,244.007605876,-0.011862103486,0.0,-7.13309851708e-05,0.0118623179532,0.0,0.0,342876.538433,342876.538433,0.0,0.0,-343350.0,343350.0,-137415.173622,-0.0,470.964982485,563.162694043,137000,0,0,137000,-415.173622011,0.0,-2.49658448098,0,0.462187398948
1454.0,367559.375328,0.0,9074.21839477,367671.369338,243.982448566,0.0,-0.836428494585,243.983882298,-0.0118606744836,0.0,-7.13281921144e-05,0.0118608889598,0.0,0.0,342876.412557,342876.412557,0.0,0.0,-343350.0,343350.0,-137415.123607,-0.0,471.090956121,563.217249496,137000,0,0,137000,-415.123606927,0.0,-2.49648672401,0,0.462277117365
1456.0,368047.292782,0.0,9072.54525246,368159.097133,243.958727217,0.0,-0.836571150969,243.960161577,-0.0118592453092,0.0,-7.13253903053e-05,0.0118594597944,0.0,0.0,342876.286666,342876.286666,0.0,0.0,-343350.0,343350.0,-137415.073586,-0.0,471.216945511,563.271808938,137000,0,0,137000,-415.073585822,0.0,-2.49638866069,0,0.462366851086
1458.0,368535.1628,0.0,9070.87182486,368646.778008,243.935008727,0.0,-0.83671380175,243.936443715,-0.0118578159628,0.0,-7.13225797401e-05,0.011858030457,0.0,0.0,342876.160759,342876.160759,0.0,0.0,-343350.0,343350.0,-137415.023559,-0.0,471.342950647,563.326372364,137000,0,0,137000,-415.023558699,0.0,-2.4962902909,0,0.462456600113
1460.0,369022.985386,0.0,9069.19811197,369134.411966,243.911293095,0.0,-0.836856446909,243.912728712,-0.0118563864447,0.0,-7.13197604188e-05,0.0118566009477,0.0,0.0,342876.034837,342876.034837,0.0,0.0,-343350.0,343350.0,-137414.973526,-0.0,471.468971517,563.380939775,137000,0,0,137000,-414.973525563,0.0,-2.49619161466,0,0.462546364443
1462.0,369510.760547,0.0,9067.52411379,369621.999012,243.887580322,0.0,-0.83699908643,243.889016569,-0.0118549567548,0.0,-7.13169323463e-05,0.0118551712667,0.0,0.0,342875.908899,342875.908899,0.0,0.0,-343350.0,343350.0,-137414.923486,-0.0,471.595008111,563.435511169,137000,0,0,137000,-414.923486418,0.0,-2.49609263212,0,0.462636144076
1464.0,369998.488287,0.0,9065.84983035,370109.539148,243.863870408,0.0,-0.837141720295,243.865307284,-0.0118535268934,0.0,-7.13140955178e-05,0.0118537414141,0.0,0.0,342875.782946,342875.782946,0.0,0.0,-343350.0,343350.0,-137414.873441,-0.0,471.721060418,563.490086543,137000,0,0,137000,-414.873441269,0.0,-2.49599334312,0,0.462725939012
1466.0,370486.168614,0.0,9064.17526166,370597.032378,243.840163355,0.0,-0.837284348486,243.84160086,-0.0118520968605,0.0,-7.13112499349e-05,0.01185231139,0.0,0.0,342875.656978,342875.656978,0.0,0.0,-343350.0,343350.0,-137414.82339,-0.0,471.847128429,563.544665898,137000,0,0,137000,-414.823390118,0.0,-2.49589374772,0,0.46281574925
1468.0,370973.801533,0.0,9062.50040771,371084.478707,243.816459161,0.0,-0.837426970986,243.817897296,-0.0118506666563,0.0,-7.13083955975e-05,0.0118508811945,0.0,0.0,342875.530994,342875.530994,0.0,0.0,-343350.0,343350.0,-137414.773333,-0.0,471.973212132,563.59924923,137000,0,0,137000,-414.773332971,0.0,-2.49579384591,0,0.46290557479
1470.0,371461.387048,0.0,9060.82526854,371571.878137,243.792757828,0.0,-0.837569587777,243.794196592,-0.0118492362809,0.0,-7.13055325007e-05,0.0118494508278,0.0,0.0,342875.404995,342875.404995,0.0,0.0,-343350.0,343350.0,-137414.72327,-0.0,472.099311518,563.653836539,137000,0,0,137000,-414.723269832,0.0,-2.49569363752,0,0.46299541563
1472.0,371948.925167,0.0,9059.14984414,372059.230673,243.769059355,0.0,-0.837712198842,243.770498749,-0.0118478057344,0.0,-7.13026606511e-05,0.0118480202899,0.0,0.0,342875.27898,342875.27898,0.0,0.0,-343350.0,343350.0,-137414.673201,-0.0,472.225426577,563.708427822,137000,0,0,137000,-414.673200705,0.0,-2.49559312279,0,0.46308527177
1474.0,372436.415894,0.0,9057.47413453,372546.536317,243.745363744,0.0,-0.837854804163,243.746803768,-0.011846375017,0.0,-7.12997800421e-05,0.011846589581,0.0,0.0,342875.15295,342875.15295,0.0,0.0,-343350.0,343350.0,-137414.623126,-0.0,472.351557296,563.763023079,137000,0,0,137000,-414.623125594,0.0,-2.49549230147,0,0.46317514321
1476.0,372923.859236,0.0,9055.79813972,373033.795074,243.721670994,0.0,-0.837997403723,243.723111648,-0.0118449441286,0.0,-7.12968906754e-05,0.0118451587012,0.0,0.0,342875.026905,342875.026905,0.0,0.0,-343350.0,343350.0,-137414.573045,-0.0,472.477703668,563.817622308,137000,0,0,137000,-414.573044502,0.0,-2.49539117364,0,0.46326502995
1478.0,373411.255199,0.0,9054.12185973,373521.006948,243.697981105,0.0,-0.838139997505,243.69942239,-0.0118435130696,0.0,-7.12939925508e-05,0.0118437276507,0.0,0.0,342874.900845,342874.900845,0.0,0.0,-343350.0,343350.0,-137414.522957,-0.0,472.60386568,563.872225507,137000,0,0,137000,-414.522957436,0.0,-2.49528973928,0,0.463354931987
1480.0,373898.603787,0.0,9052.44529456,374008.171942,243.674294079,0.0,-0.83828258549,243.675735995,-0.0118420818399,0.0,-7.12910856702e-05,0.0118422964294,0.0,0.0,342874.774769,342874.774769,0.0,0.0,-343350.0,343350.0,-137414.472864,-0.0,472.730043322,563.926832675,137000,0,0,137000,-414.472864398,0.0,-2.49518799846,0,0.463444849322
1482.0,374385.905007,0.0,9050.76844422,374495.29006,243.650609915,0.0,-0.838425167661,243.652052462,-0.0118406504398,0.0,-7.12881700335e-05,0.0118408650377,0.0,0.0,342874.648677,342874.648677,0.0,0.0,-343350.0,343350.0,-137414.422765,-0.0,472.856236584,563.98144381,137000,0,0,137000,-414.422765392,0.0,-2.49508595117,0,0.463534781955
1484.0,374873.158864,0.0,9049.09130874,374982.361305,243.626928615,0.0,-0.838567744001,243.628371792,-0.0118392188693,0.0,-7.12852456374e-05,0.0118394334755,0.0,0.0,342874.522571,342874.522571,0.0,0.0,-343350.0,343350.0,-137414.37266,-0.0,472.982445457,564.036058911,137000,0,0,137000,-414.372660424,0.0,-2.49498359731,0,0.463624729883
1486.0,375360.365364,0.0,9047.41388811,375469.385682,243.603250177,0.0,-0.838710314493,243.604693985,-0.0118377871285,0.0,-7.12823124819e-05,0.011838001743,0.0,0.0,342874.396449,342874.396449,0.0,0.0,-343350.0,343350.0,-137414.322549,-0.0,473.108669928,564.090677976,137000,0,0,137000,-414.322549497,0.0,-2.49488093687,0,0.463714693108
1488.0,375847.524513,0.0,9045.73618235,375956.363194,243.579574603,0.0,-0.838852879117,243.581019042,-0.0118363552176,0.0,-7.12793705686e-05,0.0118365698403,0.0,0.0,342874.270312,342874.270312,0.0,0.0,-343350.0,343350.0,-137414.272433,-0.0,473.234909988,564.145301004,137000,0,0,137000,-414.272432615,0.0,-2.4947779699,0,0.463804671628
1490.0,376334.636317,0.0,9044.05819147,376443.293845,243.555901892,0.0,-0.838995437859,243.557346963,-0.0118349231366,0.0,-7.12764198958e-05,0.0118351377676,0.0,0.0,342874.14416,342874.14416,0.0,0.0,-343350.0,343350.0,-137414.22231,-0.0,473.361165626,564.199927993,137000,0,0,137000,-414.222309782,0.0,-2.49467469635,0,0.463894665443
1492.0,376821.700781,0.0,9042.37991549,376930.177638,243.532232046,0.0,-0.839137990698,243.533677749,-0.0118334908858,0.0,-7.12734604604e-05,0.0118337055249,0.0,0.0,342874.017992,342874.017992,0.0,0.0,-343350.0,343350.0,-137414.172181,-0.0,473.487436832,564.254558941,137000,0,0,137000,-414.172181004,0.0,-2.49457111611,0,0.463984674551
1494.0,377308.717911,0.0,9040.70135442,377417.014578,243.508565064,0.0,-0.839280537619,243.510011399,-0.0118320584652,0.0,-7.12704922705e-05,0.0118322731125,0.0,0.0,342873.891809,342873.891809,0.0,0.0,-343350.0,343350.0,-137414.122046,-0.0,473.613723596,564.309193847,137000,0,0,137000,-414.122046283,0.0,-2.49446722947,0,0.464074698953
1496.0,377795.687713,0.0,9039.02250826,377903.804668,243.484900947,0.0,-0.839423078604,243.486347914,-0.011830625875,0.0,-7.12675153161e-05,0.0118308405303,0.0,0.0,342873.765611,342873.765611,0.0,0.0,-343350.0,343350.0,-137414.071906,-0.0,473.740025906,564.36383271,137000,0,0,137000,-414.071905625,0.0,-2.49436303606,0,0.464164738648
1498.0,378282.610193,0.0,9037.34337703,378390.547912,243.461239695,0.0,-0.839565613635,243.462687294,-0.0118291931152,0.0,-7.12645296041e-05,0.0118294077785,0.0,0.0,342873.639398,342873.639398,0.0,0.0,-343350.0,343350.0,-137414.021759,-0.0,473.866343753,564.418475528,137000,0,0,137000,-414.021759032,0.0,-2.49425853614,0,0.464254793635
1500.0,378769.485355,0.0,9035.66396075,378877.244315,243.437581309,0.0,-0.839708142694,243.43902954,-0.011827760186,0.0,-7.12615351342e-05,0.0118279748573,0.0,0.0,342873.513169,342873.513169,0.0,0.0,-343350.0,343350.0,-137413.971607,-0.0,473.992677126,564.473122299,137000,0,0,137000,-413.971606511,0.0,-2.4941537297,0,0.464344863913
1502.0,379256.313207,0.0,9033.98425941,379363.893879,243.413925789,0.0,-0.839850665764,243.415374652,-0.0118263270875,0.0,-7.12585319e-05,0.0118265417667,0.0,0.0,342873.386925,342873.386925,0.0,0.0,-343350.0,343350.0,-137413.921448,-0.0,474.119026015,564.527773022,137000,0,0,137000,-413.921448064,0.0,-2.4940486165,0,0.464434949482
1504.0,379743.093753,0.0,9032.30427305,379850.496608,243.390273135,0.0,-0.839993182828,243.391722631,-0.0118248938199,0.0,-7.1255519903e-05,0.0118251085069,0.0,0.0,342873.260666,342873.260666,0.0,0.0,-343350.0,343350.0,-137413.871284,-0.0,474.245390408,564.582427695,137000,0,0,137000,-413.871283696,0.0,-2.4939431966,0,0.464525050341
1506.0,380229.827,0.0,9030.62400166,380337.052508,243.366623347,0.0,-0.840135693868,243.368073476,-0.0118234603832,0.0,-7.12524991466e-05,0.0118236750781,0.0,0.0,342873.134392,342873.134392,0.0,0.0,-343350.0,343350.0,-137413.821113,-0.0,474.371770296,564.637086317,137000,0,0,137000,-413.821113412,0.0,-2.49383747013,0,0.464615166489
1508.0,380716.512953,0.0,9028.94344526,380823.56158,243.342976426,0.0,-0.840278198866,243.344427188,-0.0118220267776,0.0,-7.12494696274e-05,0.0118222414802,0.0,0.0,342873.008103,342873.008103,0.0,0.0,-343350.0,343350.0,-137413.770937,-0.0,474.498165668,564.691748886,137000,0,0,137000,-413.770937214,0.0,-2.49373143696,0,0.464705297927
1510.0,381203.151617,0.0,9027.26260387,381310.02383,243.319332373,0.0,-0.840420697805,243.320783768,-0.0118205930031,0.0,-7.12464313455e-05,0.0118208077135,0.0,0.0,342872.881798,342872.881798,0.0,0.0,-343350.0,343350.0,-137413.720755,-0.0,474.624576514,564.7464154,137000,0,0,137000,-413.720755109,0.0,-2.49362509709,0,0.464795444653
1512.0,381689.743,0.0,9025.58147749,381796.439261,243.295691187,0.0,-0.840563190668,243.297143215,-0.01181915906,0.0,-7.12433843025e-05,0.011819373778,0.0,0.0,342872.755479,342872.755479,0.0,0.0,-343350.0,343350.0,-137413.670567,-0.0,474.751002822,564.801085859,137000,0,0,137000,-413.670567099,0.0,-2.49351845059,0,0.464885606666
1514.0,382176.287105,0.0,9023.90006613,382282.807877,243.272052869,0.0,-0.840705677436,243.27350553,-0.0118177249483,0.0,-7.12403284968e-05,0.011817939674,0.0,0.0,342872.629144,342872.629144,0.0,0.0,-343350.0,343350.0,-137413.620373,-0.0,474.877444584,564.85576026,137000,0,0,137000,-413.62037319,0.0,-2.49341149739,0,0.464975783966
1516.0,382662.78394,0.0,9022.21836981,382769.129682,243.248417419,0.0,-0.840848158093,243.249870714,-0.0118162906681,0.0,-7.123726393e-05,0.0118165054014,0.0,0.0,342872.502794,342872.502794,0.0,0.0,-343350.0,343350.0,-137413.570173,-0.0,475.003901787,564.910438603,137000,0,0,137000,-413.570173384,0.0,-2.49330423755,0,0.465065976553
1518.0,383149.23351,0.0,9020.53638855,383255.404679,243.224784837,0.0,-0.840990632621,243.226238766,-0.0118148562196,0.0,-7.12341905971e-05,0.0118150709605,0.0,0.0,342872.376429,342872.376429,0.0,0.0,-343350.0,343350.0,-137413.519968,-0.0,475.130374421,564.965120884,137000,0,0,137000,-413.519967687,0.0,-2.4931966709,0,0.465156184425
1520.0,383635.63582,0.0,9018.85412235,383741.632874,243.201155125,0.0,-0.841133101002,243.202609688,-0.011813421603,0.0,-7.12311085064e-05,0.0118136363513,0.0,0.0,342872.250049,342872.250049,0.0,0.0,-343350.0,343350.0,-137413.469756,-0.0,475.256862477,565.019807104,137000,0,0,137000,-413.469756103,0.0,-2.49308879772,0,0.465246407582
1522.0,384121.990877,0.0,9017.17157122,384227.814269,243.177528282,0.0,-0.841275563219,243.178983479,-0.0118119868182,0.0,-7.12280176464e-05,0.0118122015739,0.0,0.0,342872.123653,342872.123653,0.0,0.0,-343350.0,343350.0,-137413.419539,-0.0,475.383365943,565.07449726,137000,0,0,137000,-413.419538636,0.0,-2.49298061762,0,0.465336646023
1524.0,384608.298685,0.0,9015.48873518,384713.94887,243.153904308,0.0,-0.841418019255,243.155360139,-0.0118105518654,0.0,-7.12249180252e-05,0.0118107666286,0.0,0.0,342871.997243,342871.997243,0.0,0.0,-343350.0,343350.0,-137413.369315,-0.0,475.509884809,565.12919135,137000,0,0,137000,-413.36931529,0.0,-2.49287213088,0,0.465426899748
1526.0,385094.559252,0.0,9013.80561424,385200.036678,243.130283204,0.0,-0.841560469091,243.13173967,-0.0118091167449,0.0,-7.1221809638e-05,0.0118093315154,0.0,0.0,342871.870818,342871.870818,0.0,0.0,-343350.0,343350.0,-137413.319086,-0.0,475.636419064,565.183889374,137000,0,0,137000,-413.31908607,0.0,-2.49276333733,0,0.465517168756
1528.0,385580.772582,0.0,9012.12220842,385686.0777,243.106664971,0.0,-0.84170291271,243.108122071,-0.0118076814566,0.0,-7.1218692488e-05,0.0118078962344,0.0,0.0,342871.744377,342871.744377,0.0,0.0,-343350.0,343350.0,-137413.268851,-0.0,475.762968698,565.23859133,137000,0,0,137000,-413.268850979,0.0,-2.49265423708,0,0.465607453046
1530.0,386066.938681,0.0,9010.43851772,386172.071938,243.083049608,0.0,-0.841845350095,243.084507343,-0.0118062460006,0.0,-7.12155665737e-05,0.0118064607857,0.0,0.0,342871.617921,342871.617921,0.0,0.0,-343350.0,343350.0,-137413.21861,-0.0,475.889533701,565.293297215,137000,0,0,137000,-413.218610023,0.0,-2.49254483008,0,0.465697752618
