0.00000,340.294
1000.00,336.434
2000.00,332.529
3000.00,328.578
4000.00,324.579
5000.00,320.529
6000.00,316.428
7000.00,312.274
8000.00,308.063
9000.00,303.793
10000.0,299.463
11000.0,295.070
12000.0,295.070
13000.0,295.070
14000.0,295.070
15000.0,295.070
16000.0,295.070
17000.0,295.070
18000.0,295.070
19000.0,295.070
20000.0,295.070
21000.0,295.750
22000.0,296.428
23000.0,297.105
24000.0,297.781
25000.0,298.455
26000.0,299.128
27000.0,299.799
28000.0,300.468
29000.0,301.136
30000.0,301.803
31000.0,302.468
32000.0,303.131
33000.0,304.982
34000.0,306.821
35000.0,308.649
36000.0,310.467
37000.0,312.274
38000.0,314.070
39000.0,315.856
40000.0,317.633
41000.0,319.399
42000.0,321.156
43000.0,322.903
44000.0,324.641
45000.0,326.369
46000.0,328.088
47000.0,329.799
48000.0,329.799
49000.0,329.799
50000.0,329.799
51000.0,329.799
52000.0,328.088
53000.0,326.369
54000.0,324.641
55000.0,322.903
56000.0,321.156
57000.0,319.399
58000.0,317.633
59000.0,315.856
60000.0,314.070
61000.0,312.274
62000.0,310.467
63000.0,308.649
64000.0,306.821
65000.0,304.982
66000.0,303.131
67000.0,301.269
68000.0,299.396
